"","division","season","year","sex","cw","mature","ncrab","tows","ncrabS","npt","nptS"
"6962","3K","Fall",1996,2,38,"Imm",33.0606060606,267,79.8714799018278,0.123822494608989,0.299144119482501
"6963","3K","Fall",1996,2,38,"Mat",8,267,19.3272875289518,0.0299625468164794,0.072386844677722
"6964","3K","Fall",1996,2,39,"Imm",33.0303030303,267,79.3308465676923,0.123709000113483,0.297119275534428
"6965","3K","Fall",1996,2,39,"Mat",10,267,24.017595749854,0.0374531835205993,0.0899535421342846
"6966","3K","Fall",1996,2,40,"Imm",38.0606060606,267,90.8797077027266,0.142549086369288,0.340373437088864
"6967","3K","Fall",1996,2,40,"Mat",13,267,31.0409192710796,0.048689138576779,0.116258124610785
"6968","3K","Fall",1996,2,41,"Imm",52.0303030303,267,123.51575538333,0.194870048802622,0.462605825405731
"6969","3K","Fall",1996,2,41,"Mat",26,267,61.7219092131062,0.0973782771535581,0.231168199300023
"6970","3K","Fall",1996,2,42,"Imm",18,267,42.4840966688587,0.0674157303370786,0.159116466924565
"6971","3K","Fall",1996,2,42,"Mat",24.7619047619,267,58.4437308672018,0.0927412163367041,0.218890377779782
"6972","3K","Fall",1996,2,43,"Imm",12.5,267,29.333567336115,0.0468164794007491,0.109863548075337
"6973","3K","Fall",1996,2,43,"Mat",25,267,58.66713467223,0.0936329588014981,0.219727096150674
"6974","3K","Fall",1996,2,44,"Imm",8,267,18.6663306321642,0.0299625468164794,0.0699113506822628
"6975","3K","Fall",1996,2,44,"Mat",27,267,62.9988658835541,0.101123595505618,0.235950808552637
"6976","3K","Fall",1996,2,45,"Imm",16,267,37.1207007745759,0.0599250936329588,0.139028841852344
"6977","3K","Fall",1996,2,45,"Mat",35,267,81.2015329443847,0.131086142322097,0.304125591552002
"6978","3K","Fall",1996,2,46,"Imm",6,267,13.8416471525595,0.0224719101123595,0.051841375103219
"6979","3K","Fall",1996,2,46,"Mat",37.663003663,267,86.8863345681334,0.141059938812734,0.325416983401249
"6980","3K","Fall",1996,2,47,"Imm",4,267,9.17592769854372,0.0149812734082397,0.0343667704065308
"6981","3K","Fall",1996,2,47,"Mat",26,267,59.6435300405342,0.0973782771535581,0.22338400764245
"6982","3K","Fall",1996,2,48,"Imm",14.003003003,267,31.9431523349468,0.0524457041310861,0.119637274662722
"6983","3K","Fall",1996,2,48,"Mat",29,267,66.1537684106043,0.108614232209738,0.247766922886158
"6984","3K","Fall",1996,2,49,"Imm",7.003003003,267,15.8862223314786,0.0262284756666667,0.059498960042991
"6985","3K","Fall",1996,2,49,"Mat",28.7619047619,267,65.2460113937719,0.107722489744944,0.244367083871805
"6986","3K","Fall",1996,2,50,"Imm",9.006006006,267,20.3170862818421,0.0337303595730337,0.0760939561117682
"6987","3K","Fall",1996,2,50,"Mat",47.7619047619,267,107.748400277121,0.178883538434082,0.403552060963002
"6988","3K","Fall",1996,2,51,"Imm",15.003003003,267,33.6599444466876,0.0561910224831461,0.126067207665497
"6989","3K","Fall",1996,2,51,"Mat",29.003003003,267,65.0696043767294,0.108625479411985,0.243706383433443
"6990","3K","Fall",1996,2,52,"Imm",2,267,4.46256276736685,0.00749063670411985,0.0167137182298384
"6991","3K","Fall",1996,2,52,"Mat",45.9790509072,267,102.592200328668,0.172206183173034,0.384240450669168
"6992","3K","Fall",1996,2,53,"Imm",1,267,2.21914981343802,0.00374531835205993,0.00831142252223978
"6993","3K","Fall",1996,2,53,"Mat",42.9760479042,267,95.3702886889089,0.160958980914607,0.357192092467824
"6994","3K","Fall",1996,2,54,"Mat",43.9940299581,267,97.1014654206153,0.164771647783146,0.363675900451743
"6995","3K","Fall",1996,2,55,"Imm",3,267,6.58585010718215,0.0112359550561798,0.0246661052703451
"6996","3K","Fall",1996,2,55,"Mat",50.9850569132,267,111.926647512162,0.190955269337828,0.419200927011843
"6997","3K","Fall",1996,2,56,"Imm",1,267,2.18354560705993,0.00374531835205993,0.00817807343468138
"6998","3K","Fall",1996,2,56,"Mat",33.9670748593,267,74.1686570937002,0.12721750883633,0.277785232560675
"6999","3K","Fall",1996,2,57,"Imm",4,267,8.68774501161291,0.0149812734082397,0.0325383708300109
"7000","3K","Fall",1996,2,57,"Mat",40.9670748593,267,88.9778750623141,0.153434737300749,0.33325046839818
"7001","3K","Fall",1996,2,58,"Imm",1,267,2.1604539018446,0.00374531835205993,0.00809158764735806
"7002","3K","Fall",1996,2,58,"Mat",20.9760479042,267,45.3177845399082,0.0785619771692884,0.169729530112016
"7003","3K","Fall",1996,2,59,"Mat",32.9640718563,267,70.8429933569318,0.123460943282022,0.265329563134576
"7004","3K","Fall",1996,2,60,"Mat",22.9760479042,267,49.1196809949572,0.0860526138734082,0.183968842677742
"7005","3K","Fall",1996,2,61,"Mat",17.9910269551,267,38.2625074189065,0.0673821234273408,0.143305271231859
"7006","3K","Fall",1996,2,62,"Mat",13.9880239521,267,29.5953990256756,0.0523896028168539,0.110844191107399
"7007","3K","Fall",1996,2,63,"Mat",18.9760479042,267,39.9426660275094,0.0710713404651685,0.149598000103032
"7008","3K","Fall",1996,2,64,"Mat",8,267,16.7532008804418,0.0299625468164794,0.0627460707132652
"7009","3K","Fall",1996,2,65,"Mat",4,267,8.33407487085797,0.0149812734082397,0.0312137635612658
"7010","3K","Fall",1996,2,66,"Mat",11.9910269551,267,24.857442403458,0.0449102133149813,0.0930990352189436
"7011","3K","Fall",1996,2,67,"Mat",7.9880239521,267,16.4761267535969,0.0299176927044944,0.061708339901112
"7012","3K","Fall",1996,2,68,"Mat",4,267,8.20926916827242,0.0149812734082397,0.0307463264729304
"7013","3K","Fall",1996,2,69,"Mat",6.9880239521,267,14.2705479648165,0.0261723743524345,0.0534477451865786
"7014","3K","Fall",1996,2,70,"Mat",2,267,4.06416216828325,0.00749063670411985,0.0152215811546189
"7015","3K","Fall",1996,2,71,"Mat",1,267,2.02212870964107,0.00374531835205993,0.00757351576644596
"7016","3K","Fall",1996,2,72,"Mat",5.9880239521,267,12.049612043979,0.0224270560003745,0.0451296331235167
"7017","3K","Fall",1996,2,74,"Mat",6.9880239521,267,13.9265733381014,0.0261723743524345,0.0521594507044998
"7018","3K","Fall",1997,1,11,"Imm",7.003003003,269,20.0513447123406,0.0260334684126394,0.0745403149157644
"7019","3K","Fall",1997,1,13,"Imm",7.003003003,269,19.7860576406781,0.0260334684126394,0.0735541176233385
"7020","3K","Fall",1997,1,14,"Imm",17.003003003,269,47.7229554538202,0.0632081896022305,0.177408756333904
"7021","3K","Fall",1997,1,15,"Imm",31.006006006,269,86.4543559426547,0.115263962847584,0.321391657779385
"7022","3K","Fall",1997,1,16,"Imm",24,269,66.4820320991782,0.0892193308550186,0.247145100740439
"7023","3K","Fall",1997,1,17,"Imm",22,269,60.54529234155,0.0817843866171004,0.225075436213941
"7024","3K","Fall",1997,1,18,"Imm",82.018018018,269,224.256126506326,0.304899695234201,0.833665897793034
"7025","3K","Fall",1997,1,19,"Imm",84.015015015,269,228.234881066364,0.312323475892193,0.848456806938156
"7026","3K","Fall",1997,1,20,"Imm",68.006006006,269,183.558788202001,0.252810431249071,0.682374677330859
"7027","3K","Fall",1997,1,21,"Imm",74,269,198.461011575178,0.275092936802974,0.737773277231143
"7028","3K","Fall",1997,1,22,"Imm",29,269,77.2804843721653,0.107806691449814,0.28728804599318
"7029","3K","Fall",1997,1,23,"Imm",53.012012012,269,140.374199483542,0.197070676624535,0.52183717280127
"7030","3K","Fall",1997,1,24,"Imm",40.003003003,269,105.259087232544,0.14871004833829,0.391297722054066
"7031","3K","Fall",1997,1,25,"Imm",56.003003003,269,146.435095238117,0.208189602241636,0.544368383784822
"7032","3K","Fall",1997,1,26,"Imm",72,269,187.088064827372,0.267657992565056,0.695494664785768
"7033","3K","Fall",1997,1,27,"Imm",80,269,206.583768256047,0.297397769516729,0.767969398721365
"7034","3K","Fall",1997,1,28,"Imm",90.003003003,269,230.97700337867,0.334583654286245,0.858650570180931
"7035","3K","Fall",1997,1,29,"Imm",56,269,142.829604912751,0.20817843866171,0.530965074025095
"7036","3K","Fall",1997,1,30,"Imm",39.009009009,269,98.8841168743732,0.145014903379182,0.367598947488376
"7037","3K","Fall",1997,1,31,"Imm",26.003003003,269,65.5133046340451,0.0966654386728625,0.243543883397937
"7038","3K","Fall",1997,1,32,"Imm",17,269,42.5708461081153,0.0631970260223048,0.158255933487418
"7039","3K","Fall",1997,1,33,"Imm",19,269,47.2919604639868,0.0706319702602231,0.175806544475787
"7040","3K","Fall",1997,1,34,"Imm",12.003003003,269,29.6966184188471,0.0446208290074349,0.110396350999431
"7041","3K","Fall",1997,1,35,"Imm",17,269,41.8082892058475,0.0631970260223048,0.155421149464117
"7042","3K","Fall",1997,1,36,"Imm",25.003003003,269,61.1244658377564,0.0929479665539033,0.227228497538128
"7043","3K","Fall",1997,1,37,"Imm",19,269,46.1741578001257,0.0706319702602231,0.171651144238386
"7044","3K","Fall",1997,1,38,"Imm",13,269,31.4068422345467,0.0483271375464684,0.116754060351475
"7045","3K","Fall",1997,1,39,"Imm",22,269,52.8387106496788,0.0817843866171004,0.196426433641929
"7046","3K","Fall",1997,1,40,"Imm",18.9895366218,269,45.342513328654,0.0705930729434944,0.168559529102803
"7047","3K","Fall",1997,1,41,"Imm",13,269,30.8609546065531,0.0483271375464684,0.114724738314324
"7048","3K","Fall",1997,1,42,"Imm",19,269,44.8443242615731,0.0706319702602231,0.16670752513596
"7049","3K","Fall",1997,1,43,"Imm",21.4843049327,269,50.4169044330387,0.0798673045825279,0.187423436554047
"7050","3K","Fall",1997,1,44,"Imm",27.9895366218,269,65.3077431029483,0.104050322014126,0.242779714137354
"7051","3K","Fall",1997,1,45,"Imm",25.9686098654,269,60.2483122715757,0.0965375831427509,0.223971421083925
"7052","3K","Fall",1997,1,46,"Imm",2,269,4.61388238418649,0.00743494423791822,0.0171519791233698
"7053","3K","Fall",1997,1,46,"Mat",15,269,34.6041178813987,0.0557620817843866,0.128639843425274
"7054","3K","Fall",1997,1,46,"Unk",4,269,9.22776476837298,0.0148698884758364,0.0343039582467397
"7055","3K","Fall",1997,1,47,"Imm",19.9790732436,269,45.8316328917957,0.0742716477457249,0.17037781744162
"7056","3K","Fall",1997,1,47,"Mat",6.4947683109,269,14.8988811099028,0.0241441201148699,0.0553861751297503
"7057","3K","Fall",1997,1,47,"Unk",1,269,2.29398192463593,0.00371747211895911,0.00852781384623022
"7058","3K","Fall",1997,1,48,"Imm",14.4947683109,269,33.0649498622291,0.0538838970665428,0.122918029227618
"7059","3K","Fall",1997,1,48,"Mat",10.9895366218,269,25.0689400213246,0.0408532959918216,0.0931930855811322
"7060","3K","Fall",1997,1,48,"Unk",3,269,6.84349328385562,0.0111524163568773,0.0254404954790172
"7061","3K","Fall",1997,1,49,"Imm",14.9895366218,269,34.0035712276212,0.055723184467658,0.126407327983722
"7062","3K","Fall",1997,1,49,"Mat",14.9895366218,269,34.0035712276212,0.055723184467658,0.126407327983722
"7063","3K","Fall",1997,1,49,"Unk",5,269,11.3424357555417,0.0185873605947955,0.0421651886823111
"7064","3K","Fall",1997,1,50,"Imm",7,269,15.7916399209755,0.0260223048327138,0.0587049811188681
"7065","3K","Fall",1997,1,50,"Mat",17.9790732436,269,40.5598643965395,0.0668367035078067,0.150780165042898
"7066","3K","Fall",1997,1,50,"Unk",5,269,11.2797428006968,0.0185873605947955,0.04193212937062
"7067","3K","Fall",1997,1,51,"Imm",24.9790732436,269,56.0417282820773,0.0928590083405204,0.208333562386905
"7068","3K","Fall",1997,1,51,"Mat",2,269,4.48709427572026,0.00743494423791822,0.0166806478651311
"7069","3K","Fall",1997,1,51,"Unk",1,269,2.24354713786013,0.00371747211895911,0.00834032393256554
"7070","3K","Fall",1997,1,52,"Imm",26.4843049327,269,59.0939365561286,0.0984546651773234,0.219680061546946
"7071","3K","Fall",1997,1,52,"Mat",6.9790732436,269,15.5722762038078,0.0259445101992565,0.0578895026163858
"7072","3K","Fall",1997,1,52,"Unk",2,269,4.46256276736685,0.00743494423791822,0.0165894526667913
"7073","3K","Fall",1997,1,53,"Imm",29.9790732436,269,66.5280547955797,0.111446368935316,0.247316188831151
"7074","3K","Fall",1997,1,53,"Mat",3,269,6.65744944031406,0.0111524163568773,0.0247488826777474
"7075","3K","Fall",1997,1,53,"Unk",7.4947683109,269,16.6320136988949,0.027861592233829,0.0618290472077878
"7076","3K","Fall",1997,1,54,"Imm",22.9895366218,269,50.7413778061193,0.0854629614193309,0.188629657271819
"7077","3K","Fall",1997,1,54,"Mat",11.9790732436,269,26.4396229998085,0.044531870794052,0.098288561337578
"7078","3K","Fall",1997,1,54,"Unk",8,269,17.657207673513,0.0297397769516729,0.0656401772249553
"7079","3K","Fall",1997,1,55,"Imm",37.9895366218,269,83.3977979441606,0.141225043203717,0.310028988640002
"7080","3K","Fall",1997,1,55,"Mat",10.9895366218,269,24.1251469795212,0.0408532959918216,0.0896845612621608
"7081","3K","Fall",1997,1,55,"Unk",6,269,13.1717002143643,0.0223048327137546,0.048965428306187
"7082","3K","Fall",1997,1,56,"Mat",25.4947683109,269,55.6689893482764,0.0947760903750929,0.206947915792849
"7083","3K","Fall",1997,1,56,"Unk",10,269,21.8354560705993,0.0371747211895911,0.0811726991472092
"7084","3K","Fall",1997,1,57,"Mat",22,269,47.782597563871,0.0817843866171004,0.177630474215134
"7085","3K","Fall",1997,1,57,"Unk",8,269,17.3754900232258,0.0297397769516729,0.0645928997145941
"7086","3K","Fall",1997,1,58,"Mat",31.9895366218,269,69.1119192127686,0.118920210489963,0.256921632761221
"7087","3K","Fall",1997,1,58,"Unk",11,269,23.7649929202906,0.0408921933085502,0.0883456985884409
"7088","3K","Fall",1997,1,59,"Mat",28.9790732436,269,62.2788441378196,0.107728896816357,0.231519866683344
"7089","3K","Fall",1997,1,59,"Unk",6,269,12.8945829870333,0.0223048327137546,0.0479352527399009
"7090","3K","Fall",1997,1,60,"Mat",35,269,74.8252633347459,0.130111524163569,0.278160830240691
"7091","3K","Fall",1997,1,60,"Unk",17,269,36.3436993340194,0.0631970260223048,0.13510668897405
"7092","3K","Fall",1997,1,61,"Imm",12.9895366218,269,27.6255625985202,0.0482882402297398,0.102697258730558
"7093","3K","Fall",1997,1,61,"Mat",21.4947683109,269,45.7141070388061,0.0799062018992565,0.169940918359874
"7094","3K","Fall",1997,1,61,"Unk",19,269,40.4083459367582,0.0706319702602231,0.150216899393153
"7095","3K","Fall",1997,1,62,"Imm",19,269,40.1995723923119,0.0706319702602231,0.149440789562498
"7096","3K","Fall",1997,1,62,"Mat",20.4843049327,269,43.3400157393824,0.0761498324635688,0.161115300146403
"7097","3K","Fall",1997,1,62,"Unk",10,269,21.1576696801642,0.0371747211895911,0.0786530471381568
"7098","3K","Fall",1997,1,63,"Imm",27,269,56.8322755184476,0.100371747211896,0.211272399696831
"7099","3K","Fall",1997,1,63,"Mat",25.4947683109,269,53.663914700891,0.0947760903750929,0.199494106694762
"7100","3K","Fall",1997,1,63,"Unk",11.4947683109,269,24.1953273950292,0.0427314807096654,0.0899454550001087
"7101","3K","Fall",1997,1,64,"Imm",15,269,31.4122516508284,0.0557620817843866,0.116774169705682
"7102","3K","Fall",1997,1,64,"Mat",29.4843049327,269,61.7445604197155,0.109607081534201,0.229533681857678
"7103","3K","Fall",1997,1,64,"Unk",8,269,16.7532008804418,0.0297397769516729,0.0622795571763636
"7104","3K","Fall",1997,1,65,"Imm",30,269,62.5055615314348,0.111524163568773,0.232362682272992
"7105","3K","Fall",1997,1,65,"Mat",14.4843049327,269,30.1783204403648,0.0538449997498141,0.11218706483407
"7106","3K","Fall",1997,1,65,"Unk",6,269,12.501112306287,0.0223048327137546,0.0464725364545984
"7107","3K","Fall",1997,1,66,"Imm",19.4947683109,269,40.4127254714284,0.0724712576613383,0.150233180191184
"7108","3K","Fall",1997,1,66,"Mat",15.4843049327,269,32.0990203310706,0.0575624718687732,0.119327213126656
"7109","3K","Fall",1997,1,66,"Unk",6,269,12.4380217790532,0.0223048327137546,0.0462379991786364
"7110","3K","Fall",1997,1,67,"Imm",12,269,24.7512428891986,0.0446096654275093,0.0920120553501806
"7111","3K","Fall",1997,1,67,"Mat",12,269,24.7512428891986,0.0446096654275093,0.0920120553501806
"7112","3K","Fall",1997,1,67,"Unk",5.4947683109,269,11.3335287569131,0.0204266479959108,0.0421320771632457
"7113","3K","Fall",1997,1,68,"Imm",14,269,28.7324420889535,0.0520446096654275,0.106812052375292
"7114","3K","Fall",1997,1,68,"Mat",11.4947683109,269,23.5909117727765,0.0427314807096654,0.087698556776121
"7115","3K","Fall",1997,1,68,"Unk",5,269,10.2615864603405,0.0185873605947955,0.0381471615626042
"7116","3K","Fall",1997,1,69,"Imm",18,269,36.7585837036955,0.0669144981412639,0.136649010050913
"7117","3K","Fall",1997,1,69,"Mat",18.4947683109,269,37.7689716131484,0.0687537855423792,0.140405098933637
"7118","3K","Fall",1997,1,69,"Unk",4,269,8.16857415637677,0.0148698884758364,0.0303664466779806
"7119","3K","Fall",1997,1,70,"Imm",27,269,54.8661892718239,0.100371747211896,0.203963528891539
"7120","3K","Fall",1997,1,70,"Mat",15.9895366218,269,32.4920349133495,0.0594406565866171,0.120788233878623
"7121","3K","Fall",1997,1,70,"Unk",4,269,8.1283243365665,0.0148698884758364,0.0302168190950427
"7122","3K","Fall",1997,1,71,"Imm",17.4947683109,269,35.3766732699897,0.0650363134234201,0.131511796542713
"7123","3K","Fall",1997,1,71,"Mat",12.4947683109,269,25.2660297217844,0.0464489528286245,0.0939257610475255
"7124","3K","Fall",1997,1,71,"Unk",1,269,2.02212870964107,0.00371747211895911,0.00751720709903744
"7125","3K","Fall",1997,1,72,"Imm",25,269,50.307130283577,0.0929368029739777,0.187015354214041
"7126","3K","Fall",1997,1,72,"Mat",21.4947683109,269,43.2536043932699,0.0799062018992565,0.160794068376468
"7127","3K","Fall",1997,1,72,"Unk",4,269,8.04914084537232,0.0148698884758364,0.0299224566742465
"7128","3K","Fall",1997,1,73,"Imm",22.4947683109,269,45.0468847430191,0.0836236740182156,0.167460538078138
"7129","3K","Fall",1997,1,73,"Mat",15.9895366218,269,32.0198369390402,0.0594406565866171,0.119032851074499
"7130","3K","Fall",1997,1,73,"Unk",2,269,4.00509879634468,0.00743494423791822,0.014888843109088
"7131","3K","Fall",1997,1,74,"Imm",22,269,43.8442420258389,0.0817843866171004,0.162989747307951
"7132","3K","Fall",1997,1,74,"Mat",12.4947683109,269,24.9010748127219,0.0464489528286245,0.0925690513484086
"7133","3K","Fall",1997,1,74,"Unk",2,269,3.98584018416717,0.00743494423791822,0.0148172497552683
"7134","3K","Fall",1997,1,75,"Imm",23,269,45.6181109421377,0.0855018587360595,0.16958405554698
"7135","3K","Fall",1997,1,75,"Mat",14.9895366218,269,29.7301888949786,0.055723184467658,0.110521148308471
"7136","3K","Fall",1997,1,75,"Unk",2,269,3.96679225583806,0.00743494423791822,0.0147464396127809
"7137","3K","Fall",1997,1,76,"Imm",19,269,37.5055507120803,0.0706319702602231,0.139425839078366
"7138","3K","Fall",1997,1,76,"Mat",8.4947683109,269,16.7684717722017,0.0315790643527881,0.0623363262907128
"7139","3K","Fall",1997,1,76,"Unk",3,269,5.92192905980216,0.0111524163568773,0.0220146061702683
"7140","3K","Fall",1997,1,77,"Imm",19,269,37.3285329381642,0.0706319702602231,0.138767780439272
"7141","3K","Fall",1997,1,77,"Mat",16,269,31.4345540531909,0.0594795539033457,0.11685707826465
"7142","3K","Fall",1997,1,77,"Unk",6,269,11.7879577699466,0.0223048327137546,0.0438214043492438
"7143","3K","Fall",1997,1,78,"Imm",29,269,56.7078999468973,0.107806691449814,0.210810036977313
"7144","3K","Fall",1997,1,78,"Mat",12,269,23.4653379090609,0.0446096654275093,0.0872317394388882
"7145","3K","Fall",1997,1,78,"Unk",5,269,9.77722412877539,0.0185873605947955,0.0363465580995368
"7146","3K","Fall",1997,1,79,"Imm",25,269,48.6582707639243,0.0929368029739777,0.180885764921652
"7147","3K","Fall",1997,1,79,"Mat",16,269,31.1412932889116,0.0594795539033457,0.115766889549857
"7148","3K","Fall",1997,1,79,"Unk",8,269,15.5706466444558,0.0297397769516729,0.0578834447749286
"7149","3K","Fall",1997,1,80,"Imm",21,269,40.6836473384372,0.0780669144981413,0.151240324678205
"7150","3K","Fall",1997,1,80,"Mat",9,269,17.4358488593302,0.033457249070632,0.064817282004945
